id,date,postcode,property_type,whether_old_or_new,freehold_or_leasehold,address1,address2,address3,town,local_aut,county,region,type1,type2,postcode_short,price,total_floor_area,number_habitable_rooms,current_energy_rating,co2_emissions_current,co2_emissions_potential,energy_consumption_current,energy_consumption_potential,windows_energy_eff,tenure,district,population,households,latitude,longitude,altitude,london_zone,nearest_station,distance_to_station,water_company,average_income,pricePerSqmtr,area,,,,
{7E86B6FB-15F8-458C-E053-6B04A8C0C84C},2018-11-22T00:00:00Z,UB3 1LU,T,N,F,65,NA,DAWLEY ROAD,NA,HAYES,HILLINGDON,GREATER LONDON,B,A,UB3,430000,82.34,5,D,4.4,4.3,316,313,Average,owner-occupied,Hillingdon,77,21,51.499661,-0.430225,31,5,Hayes and Harlington,0.762331,Affinity Water,51600,5222.249211,82.34,,,,
{C2E2BCC4-1E97-43EA-AF2C-4383DABFAF5E},2010-11-17T00:00:00Z,CR7 7DY,T,N,F,12,NA,BEECHWOOD AVENUE,NA,THORNTON HEATH,CROYDON,GREATER LONDON,A,A,CR7,232000,82.3,5,D,4.2,3.3,304,238,Average,rental (private),Croydon,70,25,51.399345,-0.109382,43,4,Thornton Heath,0.627781,Thames Water,51500,2818.955043,82.30,,,,
{5E37EA0F-B0A6-4739-B670-09369AAA533F},2010-04-23T00:00:00Z,N7 8AJ,F,Y,L,7,APARTMENT 13,BLACKTHORN AVENUE,NA,LONDON,ISLINGTON,GREATER LONDON,A,A,N7,550000,82.25,NaN,C,1.7,1.6,133,128,Good,NA,Islington,35,21,51.544505,-0.110049,44,2,Caledonian Road and Barnsbury,0.381242,Thames Water,67200,6686.930091,82.25,,,,
{21E5FEB5-9EE6-2439-E050-A8C06205342E},2013-10-30T00:00:00Z,E13 9QD,T,N,F,193,NA,NEW CITY ROAD,NA,LONDON,NEWHAM,GREATER LONDON,B,A,E13,290000,82.24,4,D,4.9,4.5,355,327,Average,owner-occupied,Newham,84,28,51.525306,0.038203,7,3,Upton Park,1.28333,Thames Water,45200,3526.264591,82.24,,,,
{F284CD5F-960B-4439-89A2-774900FBBCC6},2009-08-07T00:00:00Z,E9 7NL,T,N,L,12,NA,LEOPOLD MEWS,NA,LONDON,HACKNEY,GREATER LONDON,A,A,E9,415000,82.22,5,C,3.1,2.8,224,205,Average,owner-occupied,Hackney,36,14,51.536952,-0.053433,20,2,London Fields,0.512019,Thames Water,56900,5047.433714,82.22,,,,
{6E07953B-5917-40E1-AD59-B76FB95C490D},2006-03-31T00:00:00Z,W5 4TR,T,N,F,51,NA,DEVONSHIRE ROAD,LONDON,LONDON,EALING,GREATER LONDON,A,A,W5,365000,82.2,5,D,3.4,3.3,216,206,Good,owner-occupied,Ealing,70,31,51.500912,-0.31247,23,3,Northfields,0.185468,Thames Water,72200,4440.389294,82.20,,,,
{31FB4C17-2936-57B9-E050-A8C063053436},2016-03-30T00:00:00Z,E1 6UW,F,N,L,56,FLAT 16,FOLGATE STREET,NA,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,E1,665000,82.19,3,C,2.4,2.3,196,182,Average,rental (private),Tower Hamlets,41,22,51.520528,-0.07502,23,1,Shoreditch High Street,0.316597,Thames Water,53100,8091.008639,82.19,,,,
{CED3D035-3372-439A-9ECD-0ED4398F7412},2013-02-21T00:00:00Z,IG7 4AJ,S,N,F,380,NA,MANFORD WAY,NA,CHIGWELL,REDBRIDGE,GREATER LONDON,A,A,IG7,180000,82.16,5,E,5.3,4,340,257,Average,owner-occupied,Redbridge,93,31,51.612233,0.114704,52,4,Grange Hill,1.55402,Thames Water,41800,2190.847128,82.16,,,,
{35B77008-651E-4A24-93CE-CF4A4F078CA5},2013-09-17T00:00:00Z,E15 3DN,F,N,L,99,NA,NAPIER ROAD,NA,LONDON,NEWHAM,GREATER LONDON,A,A,E15,181000,82.14,4,C,2.4,1.6,177,117,Good,owner-occupied,Newham,96,32,51.531671,0.009089,4,3,Abbey Road,0.372214,Thames Water,45300,2203.554906,82.14,,,,
{410A26A1-0B27-44B8-A204-884009330979},2006-07-27T00:00:00Z,SW12 0AA,T,N,F,39,NA,ATKINS ROAD,LONDON,LONDON,LAMBETH,GREATER LONDON,A,A,SW12,320000,82.1,4,C,3.4,2.5,247,181,Average,owner-occupied,Wandsworth,56,22,51.448263,-0.142435,23,2,Clapham South,0.623041,Thames Water,64000,3897.685749,82.10,,,,
{31F220BF-190B-45F4-9887-6ABFA5865393},2007-09-11T00:00:00Z,BR5 3DU,S,N,F,168,NA,LULLINGSTONE CRESCENT,ORPINGTON,ORPINGTON,BROMLEY,GREATER LONDON,A,A,BR5,190500,82.09,5,E,5,4,317,252,Average,owner-occupied,Bromley,66,21,51.411889,0.103317,63,6,St.Mary Cray,1.9166,Thames Water,42300,2320.623706,82.09,,,,
{B08589EB-82EA-4C78-8A74-C656964E8890},2007-09-20T00:00:00Z,W9 1ED,F,N,L,19,SECOND FLOOR FLAT,WARRINGTON CRESCENT,LONDON,LONDON,WESTMINSTER,GREATER LONDON,A,A,W9,740000,82.06,4,C,3.2,3.1,237,228,Very Poor,owner-occupied,Westminster,154,71,51.524558,-0.183948,31,2,Warwick Avenue,0.175551,Thames Water,65100,9017.79186,82.06,,,,
{7C2D0700-92A2-4963-E053-6B04A8C07B97},2018-11-09T00:00:00Z,SE28 8PH,T,N,F,30,NA,TEMPLAR DRIVE,NA,LONDON,BEXLEY,GREATER LONDON,A,A,SE28,265000,82.05,5,C,2.5,2.3,187,167,Average,owner-occupied,Greenwich,40,18,51.509491,0.12813,3,4,Abbey Wood,2.10033,Thames Water,49800,3229.737965,82.05,,,,
{B32EBB13-43B3-3C99-E053-6C04A8C09CA1},2020-09-02T00:00:00Z,W10 6DS,F,N,L,"ST. QUINTIN HOUSE, 1",FLAT 9,PRINCESS LOUISE WALK,NA,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,W10,175000,82,NaN,B,0.6,0.6,40,40,Very Good,unknown,Kensington and Chelsea,NA,NA,51.520573,-0.221396,14,2,Latimer Road,0.783825,Thames Water,47300,2134.146341,82.00,,,,
{21E5FEB6-8BD1-2439-E050-A8C06205342E},2014-01-31T00:00:00Z,WC1A 1JN,O,N,F,22,FLAT C,MUSEUM STREET,NA,LONDON,CAMDEN,GREATER LONDON,B,A,WC1A,975000,82,3,D,4.6,2.9,316,203,Average,owner-occupied,Camden,3,2,51.517361,-0.125413,35,1,Holborn,0.385576,Thames Water,50200,11890.2439,82.00,,,,
{18DCD9BC-BA53-48B8-81F9-02E6E751FB5C},2005-12-22T00:00:00Z,SW16 1EG,F,N,L,STREATLEIGH COURT,FLAT 36,STREATHAM HIGH ROAD,LONDON,LONDON,LAMBETH,GREATER LONDON,A,A,SW16,179000,82,4,C,2.4,1.3,154,82,Good,owner-occupied,Lambeth,152,64,51.437407,-0.127048,57,3,Streatham Hill,0.0874911,Thames Water,59500,2182.926829,82.00,,,,
{F0AEEF0A-3AB3-4FF2-9A59-F9B324C0924D},2005-07-29T00:00:00Z,SE9 1NR,T,N,F,309,NA,WESTMOUNT ROAD,LONDON,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,199000,82,4,D,4.4,1.2,302,77,Good,owner-occupied,Greenwich,65,28,51.464134,0.055906,66,4,Eltham,0.973145,Thames Water,56600,2426.829268,82.00,,,,
{A577F2C1-83EE-40B9-A49B-C90BC3A24D41},2009-08-28T00:00:00Z,HA2 6DE,S,N,F,39,NA,PARKSIDE WAY,NA,HARROW,HARROW,GREATER LONDON,A,A,HA2,259000,82,5,D,4,1.2,254,70,Average,owner-occupied,Harrow,96,28,51.589447,-0.356613,53,5,North Harrow,0.677571,Affinity Water,63700,3158.536585,82.00,,,,
{919FEC05-B045-9A90-E053-6C04A8C0A300},2019-07-26T00:00:00Z,BR5 4LB,S,N,F,98,NA,GILLMANS ROAD,NA,ORPINGTON,BROMLEY,GREATER LONDON,A,A,BR5,400000,82,4,D,3.3,0.8,228,55,Good,owner-occupied,Bromley,99,44,51.375557,0.110359,66,6,Orpington,1.49655,Thames Water,50900,4878.04878,82.00,,,,
{D721A605-2132-4CD6-8067-291684C645D3},2007-11-15T00:00:00Z,E4 7SR,S,N,F,3,NA,VALLEY SIDE,LONDON,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,E4,300000,82,4,D,3.5,1.9,240,131,Average,rental (private),Waltham Forest,148,53,51.629536,-0.01728,14,5,Ponders End,1.87202,Thames Water,45500,3658.536585,82.00,,,,
{C51EA8DF-063C-46BB-B591-894A7A1BC18A},2005-12-20T00:00:00Z,SW18 1QB,F,N,L,10,NA,HALDON ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW18,300000,82,3,D,4.2,2.3,249,141,Poor,owner-occupied,Wandsworth,57,25,51.455481,-0.203977,24,2,East Putney,0.615606,Thames Water,71300,3658.536585,82.00,,,,
{0187D3C7-C23E-4821-BAE8-094D8659E392},2012-01-30T00:00:00Z,SW9 9DU,F,N,L,"PINTER HOUSE, 45",FLAT 26,GRANTHAM ROAD,NA,LONDON,LAMBETH,GREATER LONDON,A,A,SW9,160000,82,3,C,1.9,1.8,119,115,Good,owner-occupied,Lambeth,83,44,51.468694,-0.124328,12,2,Stockwell,0.398484,Thames Water,54900,1951.219512,82.00,,,,
{288DCE2A-0807-E510-E050-A8C06205480E},2015-11-20T00:00:00Z,IG2 6TR,T,N,F,190,NA,GANTSHILL CRESCENT,NA,ILFORD,REDBRIDGE,GREATER LONDON,B,A,IG2,400000,82,5,E,7.1,0.7,507,45,Average,owner-occupied,Redbridge,110,37,51.579577,0.064432,26,4,Gants Hill,0.354871,Thames Water,55100,4878.04878,82.00,,,,
{A2479555-3FA1-74C7-E053-6B04A8C0887D},2020-02-06T00:00:00Z,E10 5LF,F,N,L,"JOHNSTON COURT, 77",FLAT 42,OLIVER ROAD,LEYTON,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,E10,400000,82,3,D,3,2.9,213,208,Good,rental (private),Waltham Forest,70,29,51.559381,-0.01273,10,3,Leyton,0.454492,Thames Water,46700,4878.04878,82.00,,,,
{27E02F99-9AF2-42B9-8E89-B6C56F8A70B2},2010-12-03T00:00:00Z,HA4 8AP,D,N,F,14,NA,MEADOW CLOSE,NA,RUISLIP,HILLINGDON,GREATER LONDON,A,A,HA4,400000,82,4,D,4.8,3.4,351,250,Poor,owner-occupied,Hillingdon,67,27,51.582102,-0.414929,43,6,Ruislip Manor,0.971904,Affinity Water,60400,4878.04878,82.00,,,,
{3422E661-4540-46DB-A728-42897DCA5CBE},2012-07-27T00:00:00Z,N22 6SE,T,N,F,133,NA,WILLINGDON ROAD,NA,LONDON,HARINGEY,GREATER LONDON,A,A,N22,360000,82,5,D,4.1,1.8,286,120,Poor,rental (private),Haringey,211,75,51.594671,-0.097586,19,3,Turnpike Lane,0.59957,Thames Water,44900,4390.243902,82.00,,,,
{666758D7-15DD-3363-E053-6B04A8C0D74E},2017-10-25T00:00:00Z,UB6 9UE,S,N,F,23,NA,GOSLING CLOSE,NA,GREENFORD,EALING,GREATER LONDON,A,A,UB6,360000,82,5,D,3.6,2,247,139,Good,owner-occupied,Ealing,74,28,51.533318,-0.370155,35,5,Northolt,1.65936,Affinity Water,44800,4390.243902,82.00,,,,
{8F48D810-3F86-4717-9DDA-4F6DDCC89D2D},2005-07-04T00:00:00Z,E14 9NZ,F,N,L,"AURORA BUILDING, 164",FLAT 29,BLACKWALL WAY,LONDON,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,E14,451250,82,3,C,2.1,2,154,146,Good,owner-occupied,Tower Hamlets,60,33,51.505478,-0.0063,5,2,Blackwall,0.269405,Thames Water,68500,5503.04878,82.00,,,,
{5A9D8B55-043F-68EB-E053-6B04A8C0D293},2017-09-01T00:00:00Z,RM3 0UB,S,N,F,4,NA,RAVENSBOURNE CRESCENT,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM3,301000,82,5,F,6.7,2.1,482,141,Average,owner-occupied,Havering,151,55,51.584563,0.233734,40,6,Harold Wood,0.912259,Essex & Suffolk Water,51900,3670.731707,82.00,,,,
{34428D7E-2713-B86C-E050-A8C06205059C},2016-04-29T00:00:00Z,DA5 3AJ,T,N,F,44,NA,DORCHESTER AVENUE,NA,BEXLEY,BEXLEY,GREATER LONDON,A,A,DA5,382000,82,5,D,4.3,1.8,299,119,Average,owner-occupied,Bexley,86,33,51.440976,0.126022,29,5,Albany Park,0.57417,Thames Water,59400,4658.536585,82.00,,,,
{98C75472-4175-72E9-E053-6B04A8C042F0},2019-10-11T00:00:00Z,SE25 5QR,T,N,F,71,NA,CROWTHER ROAD,NA,LONDON,CROYDON,GREATER LONDON,A,A,SE25,442500,82,5,D,3.6,1.6,228,100,Average,owner-occupied,Croydon,78,31,51.394544,-0.071904,45,4,Norwood Junction,0.352518,Thames Water,45200,5396.341463,82.00,,,,
{726BF13B-33EA-0A46-E053-6C04A8C01D0D},2018-06-21T00:00:00Z,BR5 2DR,T,N,F,50,NA,KEDLESTON DRIVE,NA,ORPINGTON,BROMLEY,GREATER LONDON,A,A,BR5,349995,82,5,D,3.5,1.1,238,75,Average,owner-occupied,Bromley,65,28,51.389896,0.09459,82,6,St.Mary Cray,0.979442,Thames Water,49300,4268.231707,82.00,,,,
{C31265A6-80F7-4C70-9DA2-125C3AC6C8F8},2013-11-19T00:00:00Z,HA8 8TA,S,N,F,6,NA,ALDRIDGE AVENUE,NA,EDGWARE,BARNET,GREATER LONDON,A,A,HA8,362500,82,5,E,5.1,1.1,322,67,Good,owner-occupied,Barnet,139,44,51.627518,-0.268883,70,5,Edgware,1.53751,Affinity Water,53800,4420.731707,82.00,,,,
{582D0636-D8DA-8F22-E053-6C04A8C01BAC},2017-07-07T00:00:00Z,RM7 0LU,S,N,F,360,NA,RUSH GREEN ROAD,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM7,362500,82,5,C,2.9,1.2,188,71,Good,owner-occupied,Havering,63,20,51.563836,0.164529,16,6,Romford,1.75473,Essex & Suffolk Water,48400,4420.731707,82.00,,,,
{D979F1A2-0B6E-4AB9-A56B-6139381BFEC9},2007-01-26T00:00:00Z,UB8 3HG,S,N,F,402,NA,HARLINGTON ROAD,UXBRIDGE,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,UB8,242000,82,5,D,3.4,1.3,235,90,Average,owner-occupied,Hillingdon,70,24,51.519826,-0.445401,44,6,West Drayton,2.14549,Affinity Water,46000,2951.219512,82.00,,,,
{7C2D0700-90EF-4963-E053-6B04A8C07B97},2018-09-07T00:00:00Z,SM5 2PW,S,N,F,49,NA,COLSTON AVENUE,NA,CARSHALTON,SUTTON,GREATER LONDON,A,A,SM5,585000,82,5,E,4.7,1.1,298,68,Poor,owner-occupied,Sutton,49,17,51.368522,-0.16911,37,5,Carshalton,0.188418,SES Water,65400,7134.146341,82.00,,,,
{3914047A-18AA-3206-E050-A8C063057647},2016-07-01T00:00:00Z,SE4 1UW,F,N,L,20A,NA,BREAKSPEARS ROAD,NA,LONDON,LEWISHAM,GREATER LONDON,A,A,SE4,585000,82,3,D,3.5,0.3,241,20,Very Poor,owner-occupied,Lewisham,142,69,51.467269,-0.028181,31,2,St Johns,0.391025,Thames Water,58800,7134.146341,82.00,,,,
{453D27A3-E56F-EF91-E050-A8C0630574D7},2016-09-20T00:00:00Z,SW1V 3BB,F,N,L,LENTHALL HOUSE,FLAT 55,CHURCHILL GARDENS,NA,LONDON,WESTMINSTER,GREATER LONDON,B,A,SW1V,545000,82,4,C,2.8,2.6,194,183,Average,owner-occupied,Westminster,80,34,51.486874,-0.138259,11,1,Pimlico,0.464353,Thames Water,51700,6646.341463,82.00,,,,
{4C4EDFFE-EEDC-1854-E050-A8C063054F34},2016-09-27T00:00:00Z,NW9 5SW,F,Y,L,"GOLDHAWK HOUSE, 10",FLAT 60,BEAUFORT SQUARE,NA,LONDON,BARNET,GREATER LONDON,A,A,NW9,335792,82,NaN,C,1.8,1.7,130,123,Very Good,unknown,Barnet,NA,NA,51.595954,-0.239507,48,4,Colindale,0.748496,Affinity Water,51100,4095.02439,82.00,,,,
{C057E264-2A01-48F1-8162-3C3AC1AB5B3D},2015-07-30T00:00:00Z,SW16 5UX,T,N,F,62,NA,WOODMANSTERNE ROAD,NA,LONDON,LAMBETH,GREATER LONDON,A,A,SW16,485000,82,4,D,3.4,1,236,68,Good,owner-occupied,Lambeth,96,36,51.413903,-0.137932,28,3,Streatham Common,0.552496,Thames Water,49300,5914.634146,82.00,,,,
{42DA8620-D949-4E94-8097-EDA8B64437A6},2013-06-07T00:00:00Z,SE19 1LP,F,N,L,MARLOWE COURT,FLAT 28,LYMER AVENUE,NA,LONDON,SOUTHWARK,GREATER LONDON,A,A,SE19,242500,82,3,D,3.7,1.7,242,115,Poor,owner-occupied,Croydon,69,33,51.425617,-0.077559,90,3,Gipsy Hill,0.453168,Thames Water,56500,2957.317073,82.00,,,,
{B82222EC-C180-6691-E053-6B04A8C02FB2},2020-11-11T00:00:00Z,RM11 3AJ,S,N,F,6,NA,WYCH ELM CLOSE,NA,HORNCHURCH,HAVERING,GREATER LONDON,A,A,RM11,445000,82,4,C,3,0.9,204,56,Average,owner-occupied,Havering,117,49,51.569409,0.239904,32,6,Upminster Bridge,1.35079,Essex & Suffolk Water,55700,5426.829268,82.00,,,,
{474B0238-8CD7-42AB-9442-CF11BDDA81A5},2007-04-27T00:00:00Z,HA8 9HP,S,N,F,30,NA,DEANS LANE,EDGWARE,EDGWARE,BARNET,GREATER LONDON,A,A,HA8,223000,82,5,C,2.4,1.3,169,88,Average,owner-occupied,Barnet,46,16,51.610361,-0.265246,65,5,Edgware,0.804081,Affinity Water,51300,2719.512195,82.00,,,,
{8355F009-3DE3-55C5-E053-6B04A8C0D090},2019-02-18T00:00:00Z,RM7 7BS,T,N,F,28,NA,OAK STREET,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM7,365000,82,5,E,4.6,1.8,321,122,Average,owner-occupied,Havering,72,29,51.579656,0.166406,19,6,Romford,1.27765,Essex & Suffolk Water,46300,4451.219512,82.00,,,,
{64342BFE-BFEC-422C-E053-6C04A8C0FB8A},2017-12-20T00:00:00Z,BR1 5EG,T,N,F,61,NA,GARETH GROVE,NA,BROMLEY,LEWISHAM,GREATER LONDON,A,A,BR1,365000,82,4,E,5,1.6,350,108,Average,owner-occupied,Bromley,83,34,51.42881,0.016571,65,4,Grove Park,0.423655,Thames Water,44000,4451.219512,82.00,,,,
{34428D7D-F104-B86C-E050-A8C06205059C},2016-03-17T00:00:00Z,E12 5EJ,T,N,F,39,NA,HERONGATE ROAD,NA,LONDON,REDBRIDGE,GREATER LONDON,A,A,E12,650000,82,5,D,4.2,2.1,290,142,Poor,owner-occupied,Newham,79,31,51.562873,0.03896,17,3,Manor Park,1.20737,Thames Water,59100,7926.829268,82.00,,,,
{7ACF968D-F0DB-4875-AE4B-0742DC6CA290},2014-07-25T00:00:00Z,IG6 2UJ,T,N,F,19,NA,MAYPOLE CRESCENT,NA,ILFORD,REDBRIDGE,GREATER LONDON,A,A,IG6,325000,82,3,E,4.9,1,338,70,Average,owner-occupied,Redbridge,95,40,51.603399,0.086769,39,4,Hainault,0.510278,Thames Water,51500,3963.414634,82.00,,,,
{42A5A70A-0B05-56E8-E050-A8C06205331E},2016-07-14T00:00:00Z,NW6 5FA,F,Y,L,"ARGO HOUSE, 180",FLAT 1,KILBURN PARK ROAD,NA,LONDON,BRENT,GREATER LONDON,B,A,NW6,650000,82,NaN,B,1.4,1.4,97,97,Very Good,unknown,Brent,NA,NA,51.52928,-0.195654,27,2,Kilburn Park,0.661046,Thames Water,41300,7926.829268,82.00,,,,
{30FA74A7-452D-478F-A23D-496FAB00701B},2007-07-11T00:00:00Z,BR2 9PU,S,N,F,46,NA,SALISBURY ROAD,BROMLEY,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR2,285000,82,4,E,5.3,1,364,68,Very Poor,owner-occupied,Bromley,117,55,51.391148,0.041518,59,5,Bickley,1.02794,Thames Water,60500,3475.609756,82.00,,,,
{AC8CF0C4-61BF-4848-85B6-7024A3670C55},2007-07-20T00:00:00Z,W7 1AW,T,N,F,19,NA,UPFIELD ROAD,LONDON,LONDON,EALING,GREATER LONDON,A,A,W7,285000,82,5,D,3.2,1.7,220,115,Good,owner-occupied,Ealing,108,41,51.524255,-0.335652,24,4,Castle Bar Park,0.319644,Thames Water,44000,3475.609756,82.00,,,,
{31FB4C17-DDF2-57B9-E050-A8C063053436},2016-02-22T00:00:00Z,SE12 8QF,T,N,F,26,NA,BRIGHTFIELD ROAD,NA,LONDON,LEWISHAM,GREATER LONDON,A,A,SE12,570000,82,4,C,2.5,0.8,158,45,Good,rental (private),Lewisham,98,45,51.456233,0.007963,18,3,Hither Green,0.750952,Thames Water,53500,6951.219512,82.00,,,,
{79A74E22-1112-1289-E053-6B04A8C01627},2018-09-19T00:00:00Z,TW1 1JE,T,N,F,8,NA,BROOK ROAD,NA,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,A,A,TW1,735000,82,5,D,4.4,1.5,303,104,Good,owner-occupied,Richmond upon Thames,56,28,51.456315,-0.326624,10,4,St Margarets,0.387099,Thames Water,80200,8963.414634,82.00,,,,
{23B6165E-9DBE-FCF4-E050-A8C0620577FA},2015-10-02T00:00:00Z,N19 3XT,F,N,L,6,NA,HOLLAND WALK,NA,LONDON,ISLINGTON,GREATER LONDON,A,A,N19,450000,82,4,C,2.5,2.4,175,163,Average,rental (private),Islington,109,55,51.567484,-0.129845,54,2,Archway,0.426504,Thames Water,51600,5487.804878,82.00,,,,
{582D0636-86BE-8F22-E053-6C04A8C01BAC},2017-01-17T00:00:00Z,E1 4GQ,F,Y,L,"MARIANA COURT, 29",FLAT 5,ASSEMBLY PASSAGE,NA,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,E1,675000,82,NaN,B,1.1,1.1,76,76,Very Good,unknown,Tower Hamlets,NA,NA,51.519505,-0.051066,12,2,Stepney Green,0.376128,Thames Water,44500,8231.707317,82.00,,,,
{05C7CF00-DF2B-4B75-B40C-1B6C1AFAD934},2014-08-22T00:00:00Z,RM3 7PJ,T,N,F,83,NA,TAUNTON ROAD,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM3,205000,82,3,D,3.5,0.8,220,45,Average,owner-occupied,Havering,73,43,51.611933,0.213429,49,6,Harold Wood,2.527,Essex & Suffolk Water,40300,2500,82.00,,,,
{0D8E9B90-7379-4CF0-994E-F0FCB4C60818},2015-03-23T00:00:00Z,SE9 1QP,T,N,F,1,NA,BERRYHILL,NA,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,410000,82,5,E,4.8,1.1,310,65,Good,owner-occupied,Greenwich,76,24,51.459755,0.065095,62,4,Falconwood,0.931744,Thames Water,56600,5000,82.00,,,,
{55EF7E22-67A1-4339-BD4D-01D6732D15AF},2006-07-26T00:00:00Z,SW6 3EB,F,N,L,68,GROUND FLOOR FLAT,PETERBOROUGH ROAD,LONDON,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,410000,82,4,C,2.3,1.9,162,132,Average,owner-occupied,Hammersmith and Fulham,71,26,51.468138,-0.195437,7,2,Parsons Green,0.854201,Thames Water,58900,5000,82.00,,,,
{D413B5F2-A329-41DF-AE78-7552772B926D},2007-12-07T00:00:00Z,DA8 1RZ,S,N,F,28,NA,COMPTON PLACE,ERITH,ERITH,BEXLEY,GREATER LONDON,A,A,DA8,205000,82,5,D,3.4,2.2,248,159,Good,rental (social),Bexley,72,43,51.47746,0.180917,11,6,Erith,0.61915,Thames Water,45100,2500,82.00,,,,
{145D0E2B-DEF2-4B62-972A-E3854204C117},2013-08-30T00:00:00Z,KT3 4AN,T,N,F,169,NA,BLAGDON ROAD,NA,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON,A,A,KT3,370000,82,4,E,5.4,1.2,340,71,Average,owner-occupied,Kingston upon Thames,105,37,51.400658,-0.248824,18,4,New Malden,0.605333,Thames Water,64300,4512.195122,82.00,,,,
{9C7AF456-B84F-41A3-93BA-051E7FAD49F6},2011-12-19T00:00:00Z,KT5 9AW,T,N,F,11,NA,BEACONSFIELD ROAD,NA,SURBITON,KINGSTON UPON THAMES,GREATER LONDON,A,A,KT5,350000,82,3,D,4.1,1.2,238,63,Very Poor,owner-occupied,Kingston upon Thames,109,49,51.385992,-0.292815,24,6,Surbiton,1.05518,Thames Water,57900,4268.292683,82.00,,,,
{8A67485D-B27D-414F-A506-AE7165813FA5},2012-07-02T00:00:00Z,SW18 3PJ,T,N,F,55,NA,SWABY ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW18,350000,82,4,E,5.9,4,372,251,Very Poor,owner-occupied,Wandsworth,37,16,51.440341,-0.182643,13,3,Earlsfield,0.383795,Thames Water,62700,4268.292683,82.00,,,,
{BEF246C6-58E0-43F1-AF8D-46A16999D7C7},2009-07-13T00:00:00Z,EN1 2HT,T,N,F,62,NA,EDENBRIDGE ROAD,NA,ENFIELD,ENFIELD,GREATER LONDON,A,A,EN1,268000,82,5,D,3.1,1.3,193,79,Average,owner-occupied,Enfield,83,30,51.638816,-0.074495,25,5,Bush Hill Park,0.465911,Thames Water,56700,3268.292683,82.00,,,,
{31FB4C18-0FC3-57B9-E050-A8C063053436},2015-12-11T00:00:00Z,SW15 6NQ,T,N,F,36,NA,HOWARDS LANE,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW15,825000,82,5,G,6.6,1.8,468,121,Very Poor,owner-occupied,Wandsworth,20,9,51.461604,-0.226381,15,2,Putney,0.68079,Thames Water,68500,10060.97561,82.00,,,,
{A1EF871D-B04B-41DD-8329-C779B632F3DE},2014-11-28T00:00:00Z,SE9 1XG,T,N,L,9,NA,DUMBRECK ROAD,NA,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,330000,82,4,E,5.7,1.9,331,100,Poor,owner-occupied,Greenwich,95,38,51.460055,0.05673,53,4,Eltham,0.572186,Thames Water,59600,4024.390244,82.00,,,,
{80E1AA98-3066-7BF8-E053-6C04A8C00BF2},2018-12-14T00:00:00Z,DA1 4LU,S,N,F,19,NA,FARM PLACE,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON,A,A,DA1,330000,82,4,D,4.5,2,312,138,Average,owner-occupied,Bexley,53,21,51.454069,0.192498,10,6,Crayford,1.13845,Thames Water,49600,4024.390244,82.00,,,,
{02F6C09D-CDB0-4E81-B117-661BB55C10D3},2006-06-09T00:00:00Z,SE9 4SY,T,N,F,309,NA,MOTTINGHAM ROAD,LONDON,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,165000,82,4,D,3.7,1.5,257,103,Average,owner-occupied,Greenwich,63,21,51.42939,0.053612,66,4,Mottingham,1.18169,Thames Water,50600,2012.195122,82.00,,,,
{072C1E20-A72E-4DDA-AA93-16A782D86B4C},2006-12-08T00:00:00Z,CR8 2DJ,T,N,F,31,NA,SUNNYDENE ROAD,PURLEY,PURLEY,CROYDON,GREATER LONDON,A,A,CR8,247500,82,4,D,3.2,0.9,221,56,Good,owner-occupied,Croydon,70,24,51.332213,-0.112074,74,6,Purley,0.582224,SES Water,60700,3018.292683,82.00,,,,
{5E88B65E-AB50-4AD0-BB1E-47FB1002ACE8},2006-08-31T00:00:00Z,TW3 4BU,S,N,F,44,NA,GRESHAM ROAD,HOUNSLOW,HOUNSLOW,HOUNSLOW,GREATER LONDON,A,A,TW3,310000,82,5,D,3.7,1,232,59,Good,rental (private),Hounslow,133,43,51.478172,-0.356224,27,4,Osterley,0.44281,Thames Water,61500,3780.487805,82.00,,,,
